series,code,,set_name,supertype,rarity,card_number,card_title,pokemon,release_date,normal_price,holo_price,rev_holo_price,price
Sun & Moon,,sm1-116,Sun & Moon,Trainer,Uncommon,116,Energy Retrieval,,2/3/2017,0.12,,0.28,0.28
Sun & Moon,,sm1-117,Sun & Moon,Trainer,Uncommon,117,Energy Switch,,2/3/2017,0.12,,0.25,0.25
Sun & Moon,,sm1-118,Sun & Moon,Trainer,Uncommon,118,Exp. Share,,2/3/2017,0.11,,0.19,0.19
Sun & Moon,,sm1-119,Sun & Moon,Trainer,Uncommon,119,Great Ball,,2/3/2017,0.15,,0.22,0.22
Sun & Moon,,sm1-120,Sun & Moon,Trainer,Uncommon,120,Hau,,2/3/2017,0.16,,0.29,0.29
Sun & Moon,,sm1-121,Sun & Moon,Trainer,Uncommon,121,Ilima,,2/3/2017,0.07,,0.21,0.21
Sun & Moon,,sm1-122,Sun & Moon,Trainer,Uncommon,122,Lillie,,2/3/2017,0.13,,0.25,0.25
Sun & Moon,,sm1-123,Sun & Moon,Trainer,Uncommon,123,Nest Ball,,2/3/2017,0.3,,0.44,0.44
Sun & Moon,,sm1-124,Sun & Moon,Trainer,Uncommon,124,Poison Barb,,2/3/2017,0.16,,0.23,0.23
Sun & Moon,,sm1-125,Sun & Moon,Trainer,Uncommon,125,Poké Ball,,2/3/2017,0.08,,0.2,0.2
Sun & Moon,,sm1-126,Sun & Moon,Trainer,Uncommon,126,Pokémon Catcher,,2/3/2017,0.09,,0.17,0.17
Sun & Moon,,sm1-127,Sun & Moon,Trainer,Uncommon,127,Potion,,2/3/2017,0.08,,0.23,0.23
Sun & Moon,,sm1-128,Sun & Moon,Trainer,Uncommon,128,Professor Kukui,,2/3/2017,0.13,,0.31,0.31
Sun & Moon,,sm1-129,Sun & Moon,Trainer,Uncommon,129,Rare Candy,,2/3/2017,0.23,,0.27,0.27
Sun & Moon,,sm1-130,Sun & Moon,Trainer,Uncommon,130,Repel,,2/3/2017,0.08,,0.24,0.24
Sun & Moon,,sm1-131,Sun & Moon,Trainer,Uncommon,131,Rotom Dex,,2/3/2017,0.09,,0.18,0.18
Sun & Moon,,sm1-132,Sun & Moon,Trainer,Uncommon,132,Switch,,2/3/2017,0.16,,0.27,0.27
Sun & Moon,,sm1-133,Sun & Moon,Trainer,Uncommon,133,Team Skull Grunt,,2/3/2017,0.1,,0.27,0.27
Sun & Moon,,sm1-134,Sun & Moon,Trainer,Uncommon,134,Timer Ball,,2/3/2017,0.16,,0.29,0.29
Sun & Moon,,sm1-135,Sun & Moon,Trainer,Uncommon,135,Ultra Ball,,2/3/2017,0.32,,0.44,0.44
Sun & Moon,,sm1-136,Sun & Moon,Energy,Uncommon,136,Double Colorless Energy,,2/3/2017,0.63,,0.54,0.63
Sun & Moon,,sm1-137,Sun & Moon,Energy,Uncommon,137,Rainbow Energy,,2/3/2017,0.2,,0.36,0.36
Sun & Moon,,sm1-138,Sun & Moon,Pokémon,Rare Ultra,138,Lurantis-GX,754,2/3/2017,,2.08,,2.08
Sun & Moon,,sm1-139,Sun & Moon,Pokémon,Rare Ultra,139,Lapras-GX,131,2/3/2017,,3.08,,3.08
Sun & Moon,,sm1-140,Sun & Moon,Pokémon,Rare Ultra,140,Espeon-GX,196,2/3/2017,,7.13,,7.13
Sun & Moon,,sm1-141,Sun & Moon,Pokémon,Rare Ultra,141,Lunala-GX,792,2/3/2017,,3.46,,3.46
Sun & Moon,,sm1-142,Sun & Moon,Pokémon,Rare Ultra,142,Umbreon-GX,197,2/3/2017,,8.6,,8.6
Sun & Moon,,sm1-143,Sun & Moon,Pokémon,Rare Ultra,143,Solgaleo-GX,791,2/3/2017,,5.07,,5.07
Sun & Moon,,sm1-144,Sun & Moon,Pokémon,Rare Ultra,144,Tauros-GX,128,2/3/2017,,2.06,,2.06
Sun & Moon,,sm1-145,Sun & Moon,Pokémon,Rare Ultra,145,Gumshoos-GX,735,2/3/2017,,2.01,,2.01
Sun & Moon,,sm1-146,Sun & Moon,Trainer,Rare Ultra,146,Ilima,,2/3/2017,,2.59,,2.59
Sun & Moon,,sm1-147,Sun & Moon,Trainer,Rare Ultra,147,Lillie,,2/3/2017,,22.37,,22.37
Sun & Moon,,sm1-148,Sun & Moon,Trainer,Rare Ultra,148,Professor Kukui,,2/3/2017,,3.1,,3.1
Sun & Moon,,sm1-149,Sun & Moon,Trainer,Rare Ultra,149,Team Skull Grunt,,2/3/2017,,3.18,,3.18
Sun & Moon,,sm1-150,Sun & Moon,Pokémon,Rare Rainbow,150,Lurantis-GX,754,2/3/2017,,5.9,,5.9
Sun & Moon,,sm1-151,Sun & Moon,Pokémon,Rare Rainbow,151,Lapras-GX,131,2/3/2017,,9.18,,9.18
Sun & Moon,,sm1-152,Sun & Moon,Pokémon,Rare Rainbow,152,Espeon-GX,196,2/3/2017,,16.23,,16.23
Sun & Moon,,sm1-153,Sun & Moon,Pokémon,Rare Rainbow,153,Lunala-GX,792,2/3/2017,,10.89,,10.89
Sun & Moon,,sm1-154,Sun & Moon,Pokémon,Rare Rainbow,154,Umbreon-GX,197,2/3/2017,,30.32,,30.32
Sun & Moon,,sm1-155,Sun & Moon,Pokémon,Rare Rainbow,155,Solgaleo-GX,791,2/3/2017,,21.15,,21.15
Sun & Moon,,sm1-156,Sun & Moon,Pokémon,Rare Rainbow,156,Tauros-GX,128,2/3/2017,,5.9,,5.9
Sun & Moon,,sm1-157,Sun & Moon,Pokémon,Rare Rainbow,157,Gumshoos-GX,735,2/3/2017,,5.15,,5.15
Sun & Moon,,sm1-158,Sun & Moon,Trainer,Rare Secret,158,Nest Ball,,2/3/2017,,8.95,,8.95
Sun & Moon,,sm1-159,Sun & Moon,Trainer,Rare Secret,159,Rotom Dex,,2/3/2017,,4.63,,4.63
Sun & Moon,,sm1-160,Sun & Moon,Trainer,Rare Secret,160,Switch,,2/3/2017,,28.98,,28.98
Sun & Moon,,sm1-161,Sun & Moon,Trainer,Rare Secret,161,Ultra Ball,,2/3/2017,,41.17,,41.17
Sun & Moon,,sm1-162,Sun & Moon,Energy,Rare Secret,162,Psychic Energy,,2/3/2017,,16.96,,16.96
Sun & Moon,,sm1-163,Sun & Moon,Energy,Rare Secret,163,Metal Energy,,2/3/2017,,12.26,,12.26
Sun & Moon,,sm1-164,Sun & Moon,Energy,Common,164,Grass Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-165,Sun & Moon,Energy,Common,165,Fire Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-166,Sun & Moon,Energy,Common,166,Water Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-167,Sun & Moon,Energy,Common,167,Lightning Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-168,Sun & Moon,Energy,Common,168,Psychic Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-169,Sun & Moon,Energy,Common,169,Fighting Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-170,Sun & Moon,Energy,Common,170,Darkness Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-171,Sun & Moon,Energy,Common,171,Metal Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-172,Sun & Moon,Energy,Common,172,Fairy Energy,,2/3/2017,,,,0
Sun & Moon,,sm1-173,Sun & Moon,Pokémon,Common,101a,Eevee,133,2/3/2017,,,,0
Sun & Moon,,sm4-1,Crimson Invasion,Pokémon,Common,1,Weedle,13,11/3/2017,0.09,,0.2,0.2
Sun & Moon,,sm4-2,Crimson Invasion,Pokémon,Uncommon,2,Kakuna,14,11/3/2017,0.09,,0.26,0.26
Sun & Moon,,sm4-3,Crimson Invasion,Pokémon,Rare,3,Beedrill,15,11/3/2017,0.19,,0.24,0.24
Sun & Moon,,sm4-4,Crimson Invasion,Pokémon,Common,4,Exeggcute,102,11/3/2017,0.06,,0.13,0.13
Sun & Moon,,sm4-5,Crimson Invasion,Pokémon,Common,5,Cacnea,331,11/3/2017,0.09,,0.24,0.24
Sun & Moon,,sm4-6,Crimson Invasion,Pokémon,Rare,6,Cacturne,332,11/3/2017,0.13,,0.29,0.29
Sun & Moon,,sm4-7,Crimson Invasion,Pokémon,Common,7,Karrablast,588,11/3/2017,0.08,,0.16,0.16
Sun & Moon,,sm4-8,Crimson Invasion,Pokémon,Common,8,Shelmet,616,11/3/2017,0.08,,0.19,0.19
Sun & Moon,,sm4-9,Crimson Invasion,Pokémon,Uncommon,9,Accelgor,617,11/3/2017,0.08,,0.19,0.19
Sun & Moon,,sm4-10,Crimson Invasion,Pokémon,Common,10,Skiddo,672,11/3/2017,0.06,,0.17,0.17
Sun & Moon,,sm4-11,Crimson Invasion,Pokémon,Rare Holo,11,Gogoat,673,11/3/2017,,0.28,0.33,0.33
Sun & Moon,,sm4-12,Crimson Invasion,Pokémon,Rare Holo,12,Alolan Marowak,105,11/3/2017,,0.71,0.98,0.98
Sun & Moon,,sm4-13,Crimson Invasion,Pokémon,Common,13,Numel,322,11/3/2017,0.11,,0.13,0.13
Sun & Moon,,sm4-14,Crimson Invasion,Pokémon,Rare,14,Camerupt,323,11/3/2017,0.18,,0.26,0.26
Sun & Moon,,sm4-15,Crimson Invasion,Pokémon,Common,15,Staryu,120,11/3/2017,0.08,,0.17,0.17
Sun & Moon,,sm4-16,Crimson Invasion,Pokémon,Rare,16,Starmie,121,11/3/2017,0.19,,0.24,0.24
Sun & Moon,,sm4-17,Crimson Invasion,Pokémon,Common,17,Magikarp,129,11/3/2017,0.21,,0.25,0.25
Sun & Moon,,sm4-18,Crimson Invasion,Pokémon,Rare Holo GX,18,Gyarados-GX,130,11/3/2017,,2.85,,2.85
Sun & Moon,,sm4-19,Crimson Invasion,Pokémon,Common,19,Swinub,220,11/3/2017,0.08,,0.2,0.2
Sun & Moon,,sm4-20,Crimson Invasion,Pokémon,Uncommon,20,Piloswine,221,11/3/2017,0.09,,0.21,0.21
Sun & Moon,,sm4-21,Crimson Invasion,Pokémon,Rare,21,Mamoswine,473,11/3/2017,0.26,,0.25,0.26
Sun & Moon,,sm4-22,Crimson Invasion,Pokémon,Common,22,Remoraid,223,11/3/2017,0.08,,0.14,0.14
Sun & Moon,,sm4-23,Crimson Invasion,Pokémon,Rare,23,Octillery,224,11/3/2017,0.18,,0.3,0.3
Sun & Moon,,sm4-24,Crimson Invasion,Pokémon,Common,24,Corphish,341,11/3/2017,0.08,,0.16,0.16
Sun & Moon,,sm4-25,Crimson Invasion,Pokémon,Rare,25,Crawdaunt,342,11/3/2017,0.14,,0.35,0.35
Sun & Moon,,sm4-26,Crimson Invasion,Pokémon,Common,26,Feebas,349,11/3/2017,0.07,,0.14,0.14
Sun & Moon,,sm4-27,Crimson Invasion,Pokémon,Rare Holo,27,Milotic,350,11/3/2017,,0.36,0.38,0.38
Sun & Moon,,sm4-28,Crimson Invasion,Pokémon,Rare Holo,28,Regice,378,11/3/2017,,0.48,0.45,0.48
Sun & Moon,,sm4-29,Crimson Invasion,Pokémon,Common,29,Shellos,422,11/3/2017,0.07,,0.14,0.14
Sun & Moon,,sm4-30,Crimson Invasion,Pokémon,Common,30,Pikachu,25,11/3/2017,0.31,,1.01,1.01
Sun & Moon,,sm4-31,Crimson Invasion,Pokémon,Rare Holo,31,Alolan Raichu,26,11/3/2017,,0.86,0.76,0.86
Sun & Moon,,sm4-32,Crimson Invasion,Pokémon,Common,32,Alolan Geodude,74,11/3/2017,0.08,,0.19,0.19
Sun & Moon,,sm4-33,Crimson Invasion,Pokémon,Uncommon,33,Alolan Graveler,75,11/3/2017,0.11,,0.21,0.21
Sun & Moon,,sm4-34,Crimson Invasion,Pokémon,Rare Holo GX,34,Alolan Golem-GX,76,11/3/2017,,2.12,,2.12
Sun & Moon,,sm4-35,Crimson Invasion,Pokémon,Uncommon,35,Emolga,587,11/3/2017,0.11,,0.25,0.25
Sun & Moon,,sm4-36,Crimson Invasion,Pokémon,Common,36,Gastly,92,11/3/2017,0.13,,0.21,0.21
Sun & Moon,,sm4-37,Crimson Invasion,Pokémon,Uncommon,37,Haunter,93,11/3/2017,0.24,,0.38,0.38
Sun & Moon,,sm4-38,Crimson Invasion,Pokémon,Rare Holo,38,Gengar,94,11/3/2017,,2.14,1.56,2.14
Sun & Moon,,sm4-39,Crimson Invasion,Pokémon,Common,39,Misdreavus,200,11/3/2017,0.1,,0.2,0.2
Sun & Moon,,sm4-40,Crimson Invasion,Pokémon,Rare,40,Mismagius,429,11/3/2017,0.21,,0.4,0.4
Sun & Moon,,sm4-41,Crimson Invasion,Pokémon,Common,41,Spoink,325,11/3/2017,0.06,,0.21,0.21
Sun & Moon,,sm4-42,Crimson Invasion,Pokémon,Uncommon,42,Grumpig,326,11/3/2017,0.07,,0.27,0.27
Sun & Moon,,sm4-43,Crimson Invasion,Pokémon,Common,43,Chimecho,358,11/3/2017,0.06,,0.22,0.22
Sun & Moon,,sm4-44,Crimson Invasion,Pokémon,Common,44,Pumpkaboo,710,11/3/2017,0.08,,0.16,0.16
Sun & Moon,,sm4-45,Crimson Invasion,Pokémon,Rare,45,Gourgeist,711,11/3/2017,0.16,,0.27,0.27
Sun & Moon,,sm4-46,Crimson Invasion,Pokémon,Common,46,Salandit,757,11/3/2017,0.07,,0.14,0.14
Sun & Moon,,sm4-47,Crimson Invasion,Pokémon,Rare Holo,47,Salazzle,758,11/3/2017,,0.34,0.4,0.4
Sun & Moon,,sm4-48,Crimson Invasion,Pokémon,Rare,48,Oranguru,765,11/3/2017,0.17,,0.32,0.32
Sun & Moon,,sm4-49,Crimson Invasion,Pokémon,Rare Holo GX,49,Nihilego-GX,793,11/3/2017,,1.8,,1.8
Sun & Moon,,sm4-50,Crimson Invasion,Pokémon,Common,50,Mankey,56,11/3/2017,0.05,,0.15,0.15
Sun & Moon,,sm4-51,Crimson Invasion,Pokémon,Rare,51,Primeape,57,11/3/2017,0.22,,0.29,0.29
Sun & Moon,,sm4-52,Crimson Invasion,Pokémon,Common,52,Cubone,104,11/3/2017,0.09,,0.18,0.18
Sun & Moon,,sm4-53,Crimson Invasion,Pokémon,Rare,53,Regirock,377,11/3/2017,0.21,,0.33,0.33
Sun & Moon,,sm4-54,Crimson Invasion,Pokémon,Uncommon,54,Gastrodon,423,11/3/2017,0.09,,0.23,0.23
Sun & Moon,,sm4-55,Crimson Invasion,Pokémon,Common,55,Stufful,759,11/3/2017,0.06,,0.16,0.16
Sun & Moon,,sm4-56,Crimson Invasion,Pokémon,Rare Holo,56,Bewear,760,11/3/2017,,0.3,0.26,0.3
Sun & Moon,,sm4-57,Crimson Invasion,Pokémon,Rare Holo GX,57,Buzzwole-GX,794,11/3/2017,,1.92,,1.92
Sun & Moon,,sm4-58,Crimson Invasion,Pokémon,Common,58,Houndour,228,11/3/2017,0.11,,0.19,0.19
Sun & Moon,,sm4-59,Crimson Invasion,Pokémon,Rare,59,Houndoom,229,11/3/2017,0.43,,0.54,0.54
Sun & Moon,,sm4-60,Crimson Invasion,Pokémon,Common,60,Deino,633,11/3/2017,0.12,,0.18,0.18
Sun & Moon,,sm4-61,Crimson Invasion,Pokémon,Uncommon,61,Zweilous,634,11/3/2017,0.12,,0.26,0.26
Sun & Moon,,sm4-62,Crimson Invasion,Pokémon,Rare,62,Hydreigon,635,11/3/2017,0.25,,0.41,0.41
Sun & Moon,,sm4-63,Crimson Invasion,Pokémon,Rare Holo GX,63,Guzzlord-GX,799,11/3/2017,,2.17,,2.17
Sun & Moon,,sm4-64,Crimson Invasion,Pokémon,Uncommon,64,Mawile,303,11/3/2017,0.1,,0.24,0.24
Sun & Moon,,sm4-65,Crimson Invasion,Pokémon,Common,65,Aron,304,11/3/2017,0.09,,0.13,0.13
Sun & Moon,,sm4-66,Crimson Invasion,Pokémon,Uncommon,66,Lairon,305,11/3/2017,0.08,,0.19,0.19
Sun & Moon,,sm4-67,Crimson Invasion,Pokémon,Rare Holo,67,Aggron,306,11/3/2017,,0.41,0.49,0.49
Sun & Moon,,sm4-68,Crimson Invasion,Pokémon,Rare,68,Registeel,379,11/3/2017,0.24,,0.52,0.52
Sun & Moon,,sm4-69,Crimson Invasion,Pokémon,Rare,69,Escavalier,589,11/3/2017,0.17,,0.3,0.3
Sun & Moon,,sm4-70,Crimson Invasion,Pokémon,Rare Holo GX,70,Kartana-GX,798,11/3/2017,,1.6,,1.6
Sun & Moon,,sm4-71,Crimson Invasion,Pokémon,Common,71,Jigglypuff,39,11/3/2017,0.11,,0.24,0.24
Sun & Moon,,sm4-72,Crimson Invasion,Pokémon,Rare,72,Wigglytuff,40,11/3/2017,0.24,,0.31,0.31
Sun & Moon,,sm4-73,Crimson Invasion,Pokémon,Rare Holo,73,Xerneas,716,11/3/2017,,0.49,0.66,0.66
Sun & Moon,,sm4-74,Crimson Invasion,Pokémon,Rare Holo GX,74,Alolan Exeggutor-GX,103,11/3/2017,,1.91,,1.91
Sun & Moon,,sm4-75,Crimson Invasion,Pokémon,Common,75,Jangmo-o,782,11/3/2017,0.07,,0.15,0.15
Sun & Moon,,sm4-76,Crimson Invasion,Pokémon,Uncommon,76,Hakamo-o,783,11/3/2017,0.11,,0.27,0.27
Sun & Moon,,sm4-77,Crimson Invasion,Pokémon,Rare,77,Kommo-o,784,11/3/2017,0.36,,0.46,0.46
Sun & Moon,,sm4-78,Crimson Invasion,Pokémon,Uncommon,78,Miltank,241,11/3/2017,0.14,,0.26,0.26
Sun & Moon,,sm4-79,Crimson Invasion,Pokémon,Common,79,Swablu,333,11/3/2017,0.06,,0.13,0.13
Sun & Moon,,sm4-80,Crimson Invasion,Pokémon,Rare,80,Altaria,334,11/3/2017,0.13,,0.3,0.3
Sun & Moon,,sm4-81,Crimson Invasion,Pokémon,Common,81,Starly,396,11/3/2017,0.06,,0.15,0.15
Sun & Moon,,sm4-82,Crimson Invasion,Pokémon,Uncommon,82,Staravia,397,11/3/2017,0.07,,0.4,0.4
Sun & Moon,,sm4-83,Crimson Invasion,Pokémon,Rare,83,Staraptor,398,11/3/2017,0.15,,0.34,0.34
Sun & Moon,,sm4-84,Crimson Invasion,Pokémon,Rare Holo,84,Regigigas,486,11/3/2017,,0.46,0.41,0.46
Sun & Moon,,sm4-85,Crimson Invasion,Pokémon,Common,85,Minccino,572,11/3/2017,0.08,,0.16,0.16
Sun & Moon,,sm4-86,Crimson Invasion,Pokémon,Uncommon,86,Cinccino,573,11/3/2017,0.08,,0.21,0.21
Sun & Moon,,sm4-87,Crimson Invasion,Pokémon,Common,87,Bunnelby,659,11/3/2017,0.07,,0.13,0.13
Sun & Moon,,sm4-88,Crimson Invasion,Pokémon,Uncommon,88,Diggersby,660,11/3/2017,0.08,,0.14,0.14
Sun & Moon,,sm4-89,Crimson Invasion,Pokémon,Rare Holo,89,Type: Null,772,11/3/2017,,0.52,0.4,0.52
Sun & Moon,,sm4-90,Crimson Invasion,Pokémon,Rare Holo GX,90,Silvally-GX,773,11/3/2017,,1.78,,1.78
Sun & Moon,,sm4-91,Crimson Invasion,Trainer,Uncommon,91,Counter Catcher,,11/3/2017,0.13,,0.35,0.35
Sun & Moon,,sm4-92,Crimson Invasion,Trainer,Uncommon,92,Dashing Pouch,,11/3/2017,0.11,,0.25,0.25
Sun & Moon,,sm4-93,Crimson Invasion,Trainer,Uncommon,93,Devoured Field,,11/3/2017,0.09,,0.3,0.3
Sun & Moon,,sm4-94,Crimson Invasion,Trainer,Uncommon,94,Fighting Memory,,11/3/2017,0.08,,0.34,0.34
Sun & Moon,,sm4-95,Crimson Invasion,Trainer,Uncommon,95,Gladion,,11/3/2017,0.22,,0.33,0.33
Sun & Moon,,sm4-96,Crimson Invasion,Trainer,Uncommon,96,Lusamine,,11/3/2017,0.19,,0.41,0.41
Sun & Moon,,sm4-97,Crimson Invasion,Trainer,Uncommon,97,Peeking Red Card,,11/3/2017,0.1,,0.25,0.25
Sun & Moon,,sm4-98,Crimson Invasion,Trainer,Uncommon,98,Psychic Memory,,11/3/2017,0.07,,0.25,0.25
Sun & Moon,,sm4-99,Crimson Invasion,Trainer,Uncommon,99,Sea of Nothingness,,11/3/2017,0.09,,0.19,0.19
Sun & Moon,,sm4-100,Crimson Invasion,Energy,Uncommon,100,Counter Energy,,11/3/2017,0.17,,0.34,0.34
Sun & Moon,,sm4-101,Crimson Invasion,Pokémon,Rare Ultra,101,Gyarados-GX,130,11/3/2017,,7.27,,7.27
Sun & Moon,,sm4-102,Crimson Invasion,Pokémon,Rare Ultra,102,Alolan Golem-GX,76,11/3/2017,,3.31,,3.31
Sun & Moon,,sm4-103,Crimson Invasion,Pokémon,Rare Ultra,103,Nihilego-GX,793,11/3/2017,,3.36,,3.36
Sun & Moon,,sm4-104,Crimson Invasion,Pokémon,Rare Ultra,104,Buzzwole-GX,794,11/3/2017,,2.65,,2.65
Sun & Moon,,sm4-105,Crimson Invasion,Pokémon,Rare Ultra,105,Guzzlord-GX,799,11/3/2017,,2.7,,2.7
Sun & Moon,,sm4-106,Crimson Invasion,Pokémon,Rare Ultra,106,Kartana-GX,798,11/3/2017,,2.27,,2.27
Sun & Moon,,sm4-107,Crimson Invasion,Pokémon,Rare Ultra,107,Alolan Exeggutor-GX,103,11/3/2017,,3.09,,3.09
Sun & Moon,,sm4-108,Crimson Invasion,Pokémon,Rare Ultra,108,Silvally-GX,773,11/3/2017,,3.06,,3.06
Sun & Moon,,sm4-109,Crimson Invasion,Trainer,Rare Ultra,109,Gladion,,11/3/2017,,8.45,,8.45
Sun & Moon,,sm4-110,Crimson Invasion,Trainer,Rare Ultra,110,Lusamine,,11/3/2017,,17.98,,17.98
Sun & Moon,,sm4-111,Crimson Invasion,Trainer,Rare Ultra,111,Olivia,,11/3/2017,,13.8,,13.8
Sun & Moon,,sm4-112,Crimson Invasion,Pokémon,Rare Rainbow,112,Gyarados-GX,130,11/3/2017,,32,,32
Sun & Moon,,sm4-113,Crimson Invasion,Pokémon,Rare Rainbow,113,Alolan Golem-GX,76,11/3/2017,,6.96,,6.96
Sun & Moon,,sm4-114,Crimson Invasion,Pokémon,Rare Rainbow,114,Nihilego-GX,793,11/3/2017,,6.36,,6.36
Sun & Moon,,sm4-115,Crimson Invasion,Pokémon,Rare Rainbow,115,Buzzwole-GX,794,11/3/2017,,7.83,,7.83
Sun & Moon,,sm4-116,Crimson Invasion,Pokémon,Rare Rainbow,116,Guzzlord-GX,799,11/3/2017,,8.4,,8.4
Sun & Moon,,sm4-117,Crimson Invasion,Pokémon,Rare Rainbow,117,Kartana-GX,798,11/3/2017,,7.21,,7.21
Sun & Moon,,sm4-118,Crimson Invasion,Pokémon,Rare Rainbow,118,Alolan Exeggutor-GX,103,11/3/2017,,9.6,,9.6
Sun & Moon,,sm4-119,Crimson Invasion,Pokémon,Rare Rainbow,119,Silvally-GX,773,11/3/2017,,8.16,,8.16
Sun & Moon,,sm4-120,Crimson Invasion,Trainer,Rare Secret,120,Counter Catcher,,11/3/2017,,2.99,,2.99
Sun & Moon,,sm4-121,Crimson Invasion,Trainer,Rare Secret,121,Wishful Baton,,11/3/2017,,3.83,,3.83
Sun & Moon,,sm4-122,Crimson Invasion,Energy,Rare Secret,122,Counter Energy,,11/3/2017,,5.3,,5.3
Sun & Moon,,sm4-123,Crimson Invasion,Energy,Rare Secret,123,Warp Energy,,11/3/2017,,5.43,,5.43
Sun & Moon,,sm4-124,Crimson Invasion,Energy,Rare Secret,124,Water Energy,,11/3/2017,,21.08,,21.08
Sun & Moon,,sm4-125,Crimson Invasion,Pokémon,Rare Holo GX,63a,Guzzlord-GX,799,11/3/2017,,,,0
Sun & Moon,,sm4-126,Crimson Invasion,Pokémon,Rare Holo,84a,Regigigas,486,11/3/2017,,,,0
Sword & Shield,,swsh2-1,Rebel Clash,Pokémon,Common,1,Caterpie,10,5/1/2020,0.21,,0.34,0.34
Sword & Shield,,swsh2-2,Rebel Clash,Pokémon,Uncommon,2,Metapod,11,5/1/2020,0.21,,0.43,0.43
Sword & Shield,,swsh2-3,Rebel Clash,Pokémon,Rare,3,Butterfree,12,5/1/2020,0.24,0.59,0.72,0.72
Sword & Shield,,swsh2-4,Rebel Clash,Pokémon,Common,4,Scyther,123,5/1/2020,0.12,,0.29,0.29
Sword & Shield,,swsh2-5,Rebel Clash,Pokémon,Uncommon,5,Shuckle,213,5/1/2020,0.12,,0.27,0.27
Sword & Shield,,swsh2-6,Rebel Clash,Pokémon,Uncommon,6,Heracross,214,5/1/2020,0.07,,0.23,0.23
Sword & Shield,,swsh2-7,Rebel Clash,Pokémon,Common,7,Lotad,270,5/1/2020,0.08,,0.23,0.23
Sword & Shield,,swsh2-8,Rebel Clash,Pokémon,Uncommon,8,Lombre,271,5/1/2020,0.26,,0.54,0.54
Sword & Shield,,swsh2-9,Rebel Clash,Pokémon,Rare,9,Ludicolo,272,5/1/2020,0.25,,0.7,0.7
Sword & Shield,,swsh2-10,Rebel Clash,Pokémon,Common,10,Surskit,283,5/1/2020,0.06,,0.18,0.18
Sword & Shield,,swsh2-11,Rebel Clash,Pokémon,Uncommon,11,Masquerain,284,5/1/2020,0.09,,0.21,0.21
Sword & Shield,,swsh2-12,Rebel Clash,Pokémon,Common,12,Snover,459,5/1/2020,0.05,,0.18,0.18
Sword & Shield,,swsh2-13,Rebel Clash,Pokémon,Rare,13,Abomasnow,460,5/1/2020,0.15,,0.48,0.48
Sword & Shield,,swsh2-14,Rebel Clash,Pokémon,Common,14,Phantump,708,5/1/2020,0.07,,0.19,0.19
Sword & Shield,,swsh2-15,Rebel Clash,Pokémon,Rare,15,Trevenant,709,5/1/2020,0.34,,0.46,0.46
Sword & Shield,,swsh2-16,Rebel Clash,Pokémon,Common,16,Grubbin,736,5/1/2020,0.1,,0.21,0.21
Sword & Shield,,swsh2-17,Rebel Clash,Pokémon,Rare Holo V,17,Rillaboom V,812,5/1/2020,,1.36,,1.36
Sword & Shield,,swsh2-18,Rebel Clash,Pokémon,Rare Holo VMAX,18,Rillaboom VMAX,812,5/1/2020,,3.97,,3.97
Sword & Shield,,swsh2-19,Rebel Clash,Pokémon,Rare Holo V,19,Eldegoss V,830,5/1/2020,,1.14,,1.14
Sword & Shield,,swsh2-20,Rebel Clash,Pokémon,Common,20,Applin,840,5/1/2020,0.08,,0.17,0.17
Sword & Shield,,swsh2-21,Rebel Clash,Pokémon,Common,21,Applin,840,5/1/2020,0.07,,0.24,0.24
Sword & Shield,,swsh2-22,Rebel Clash,Pokémon,Rare Holo,22,Flapple,841,5/1/2020,,0.51,0.71,0.71
Sword & Shield,,swsh2-23,Rebel Clash,Pokémon,Rare Holo,23,Appletun,842,5/1/2020,,0.37,0.61,0.61
Sword & Shield,,swsh2-24,Rebel Clash,Pokémon,Common,24,Vulpix,37,5/1/2020,0.11,,0.3,0.3
Sword & Shield,,swsh2-25,Rebel Clash,Pokémon,Rare,25,Ninetales,38,5/1/2020,0.66,,0.91,0.91
Sword & Shield,,swsh2-26,Rebel Clash,Pokémon,Rare Holo V,26,Ninetales V,38,5/1/2020,,2.16,,2.16
Sword & Shield,,swsh2-27,Rebel Clash,Pokémon,Common,27,Growlithe,58,5/1/2020,0.09,,0.3,0.3
Sword & Shield,,swsh2-28,Rebel Clash,Pokémon,Rare,28,Arcanine,59,5/1/2020,0.54,,1.29,1.29
Sword & Shield,,swsh2-29,Rebel Clash,Pokémon,Common,29,Magmar,126,5/1/2020,0.08,,0.19,0.19
Sword & Shield,,swsh2-30,Rebel Clash,Pokémon,Rare,30,Magmortar,467,5/1/2020,0.37,,0.62,0.62
Sword & Shield,,swsh2-31,Rebel Clash,Pokémon,Common,31,Litwick,607,5/1/2020,0.04,,0.2,0.2
Sword & Shield,,swsh2-32,Rebel Clash,Pokémon,Uncommon,32,Lampent,608,5/1/2020,0.09,,0.23,0.23
